age,female,tenure,education,worker_type,occupation,wage,logwage
52,1,30,Master's,White Collar,Consultant,127165,11.753240734792758
37,0,13,Some College,White Collar,Accountant,25000,10.126631103850338
39,1,17,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338
48,0,20,Some College,White Collar,Manager,25000,10.126631103850338
27,0,5,High School,Blue Collar,Mechanic,25000,10.126631103850338
45,1,22,Bachelor's,White Collar,Analyst,72839,11.19600680502682
42,1,20,Some College,White Collar,Teacher,70450,11.162658517326827
46,0,24,Bachelor's,White Collar,Programmer,84544,11.345027387881997
43,1,21,Bachelor's,Blue Collar,Mechanic,41848,10.641799285050446
65,0,42,Master's,White Collar,Programmer,157903,11.969736199429935
32,0,7,Bachelor's,White Collar,Sales Rep,60520,11.010729167902293
34,0,12,Some College,Blue Collar,Electrician,43726,10.685698169836833
33,0,11,Master's,Blue Collar,Welder,40390,10.60633750855746
33,1,11,Master's,Blue Collar,Manufacturing Worker,39088,10.573570793497522
32,0,10,High School,White Collar,Programmer,25000,10.126631103850338
54,0,29,Bachelor's,Blue Collar,Construction Worker,69527,11.149470445319123
57,1,35,Some College,White Collar,Engineer,95036,11.462011046168678
33,0,9,High School,Blue Collar,Welder,75727,11.234890046903548
30,1,8,Bachelor's,Blue Collar,Mechanic,57702,10.963047113940537
46,0,24,Master's,White Collar,Programmer,25000,10.126631103850338
33,1,6,High School,White Collar,Consultant,58576,10.978080335360017
48,0,24,Master's,White Collar,Manager,69269,11.145752754648552
42,0,20,Master's,White Collar,Accountant,70251,11.159829821970122
22,0,0,Master's,White Collar,Analyst,61696,11.029974377970218
59,0,37,Some College,Blue Collar,Electrician,25000,10.126631103850338
62,0,40,Master's,Blue Collar,Plumber,43110,10.67151026774118
33,1,10,Some College,White Collar,Analyst,56897,10.94899789464713
35,1,13,Bachelor's,White Collar,Accountant,36502,10.505122332589966
43,1,20,High School,White Collar,Sales Rep,71906,11.183114989462492
44,1,22,High School,Blue Collar,Manufacturing Worker,105526,11.566712647033185
48,0,26,Bachelor's,Blue Collar,Plumber,25000,10.126631103850338
64,0,40,Some College,Blue Collar,Electrician,52367,10.866031900927718
38,0,16,Some College,White Collar,Programmer,25000,10.126631103850338
30,0,3,High School,White Collar,Analyst,38105,10.548100786100218
23,1,1,Bachelor's,White Collar,Manager,82653,11.32240640023108
31,1,8,High School,Blue Collar,Construction Worker,62372,11.040871735704776
40,0,17,Master's,White Collar,Manager,82879,11.325136991783454
62,0,34,High School,White Collar,Programmer,67917,11.126041650398415
34,1,11,High School,Blue Collar,Manufacturing Worker,97836,11.491047886450911
43,1,18,Some College,White Collar,Sales Rep,114459,11.64797195924836
40,0,16,Bachelor's,Blue Collar,Electrician,39147,10.575079070130357
54,1,32,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338
65,1,43,Some College,White Collar,Manager,80208,11.292378539503284
34,0,12,PhD,White Collar,Sales Rep,76518,11.245281286254954
34,0,12,Bachelor's,White Collar,Sales Rep,76576,11.246038990708099
53,1,28,High School,White Collar,Analyst,32289,10.382481893932408
48,1,23,Some College,Blue Collar,Welder,46413,10.745334871387179
62,1,40,Master's,White Collar,Analyst,138759,11.840493894369912
47,0,23,Some College,White Collar,Teacher,60534,11.010960469636434
36,0,14,High School,White Collar,Accountant,25591,10.149996006155071
47,1,24,Bachelor's,White Collar,Manager,108971,11.598837070766487
53,1,31,Bachelor's,Blue Collar,Welder,25000,10.126631103850338
50,0,28,Bachelor's,Blue Collar,Mechanic,60353,11.00796593531503
46,1,24,High School,White Collar,Manager,53721,10.891559265504869
53,1,31,High School,Blue Collar,Manufacturing Worker,41288,10.628327179828563
54,1,31,Bachelor's,White Collar,Accountant,98460,11.497405653312192
57,1,35,High School,Blue Collar,Construction Worker,85293,11.353847666806415
48,1,26,Bachelor's,Blue Collar,Electrician,40417,10.60700576752029
38,0,16,Bachelor's,Blue Collar,Manufacturing Worker,44779,10.709494558505451
42,1,20,Some College,White Collar,Analyst,39123,10.574465808325012
54,0,32,Master's,Blue Collar,Plumber,58037,10.968836017171531
30,1,8,Master's,White Collar,Manager,107499,11.585236824181006
44,0,22,Bachelor's,White Collar,Programmer,72501,11.19135563385109
35,1,13,High School,Blue Collar,Manufacturing Worker,54140,10.899328563168293
40,0,13,High School,White Collar,Programmer,43738,10.685972568448268
55,0,25,Bachelor's,White Collar,Analyst,50406,10.827865494592903
42,0,20,High School,White Collar,Sales Rep,72925,11.197186794735922
41,0,19,PhD,White Collar,Engineer,66880,11.110655247758583
24,1,0,High School,Blue Collar,Manufacturing Worker,44455,10.702232720555239
49,1,27,Bachelor's,Blue Collar,Manufacturing Worker,69655,11.151309764140326
48,1,26,Some College,White Collar,Engineer,65102,11.083710549690956
65,0,43,Bachelor's,Blue Collar,Mechanic,76647,11.246965744590764
36,0,14,High School,White Collar,Accountant,46335,10.743652894020792
43,0,19,Some College,White Collar,Sales Rep,86626,11.369355280437118
43,0,21,Some College,Blue Collar,Plumber,84438,11.343772816224623
59,1,36,Master's,White Collar,Accountant,122827,11.718532140234219
39,0,17,High School,Blue Collar,Electrician,25000,10.126631103850338
43,0,20,Master's,Blue Collar,Mechanic,134082,11.80620683207244
47,0,23,Master's,Blue Collar,Mechanic,31982,10.372928523519388
42,0,20,Some College,White Collar,Teacher,62539,11.043545641117445
35,1,13,Bachelor's,Blue Collar,Electrician,72692,11.193986616201151
42,1,20,High School,White Collar,Analyst,25000,10.126631103850338
53,0,30,PhD,White Collar,Manager,96985,11.482311606352392
28,0,0,Bachelor's,White Collar,Sales Rep,60531,11.010910909482787
42,0,19,Some College,White Collar,Engineer,80082,11.290806388702206
32,0,10,Some College,White Collar,Programmer,42899,10.666603794621116
54,0,31,High School,Blue Collar,Welder,56855,10.948259446058824
22,1,0,PhD,White Collar,Manager,41098,10.623714737499816
33,1,11,High School,White Collar,Manager,83987,11.33841730394383
45,1,21,Bachelor's,White Collar,Teacher,45758,10.731121918804826
59,0,32,Some College,White Collar,Sales Rep,93944,11.450454139044917
39,0,17,Master's,White Collar,Engineer,85772,11.359447891889122
33,1,10,High School,White Collar,Sales Rep,39057,10.572777396565506
63,1,38,Bachelor's,White Collar,Accountant,108244,11.592143217076858
23,1,0,Bachelor's,White Collar,Analyst,106482,11.57573123576262
22,0,0,Bachelor's,White Collar,Manager,74787,11.222399352066713
45,1,23,High School,Blue Collar,Electrician,42754,10.663218037239226
34,0,12,High School,White Collar,Engineer,65311,11.086915754370356
28,1,6,High School,White Collar,Sales Rep,70135,11.158177235153772
49,1,26,Bachelor's,White Collar,Teacher,54207,10.90056533037994
43,1,21,High School,White Collar,Accountant,70424,11.162289393140743
33,0,9,Bachelor's,White Collar,Programmer,108337,11.593002018224842
25,1,0,High School,Blue Collar,Plumber,59263,10.989740444213382
50,0,26,Master's,White Collar,Analyst,65907,11.09599993639729
48,0,25,Master's,White Collar,Engineer,93405,11.444700155974662
39,0,17,Bachelor's,Blue Collar,Plumber,53297,10.88363532339163
62,1,40,Some College,White Collar,Teacher,34247,10.441354248613159
27,0,3,High School,White Collar,Engineer,89180,11.398412078181467
22,0,0,High School,White Collar,Programmer,50193,10.823630853725772
32,1,10,Some College,Blue Collar,Manufacturing Worker,43934,10.69044378677413
39,0,17,Bachelor's,White Collar,Manager,61218,11.02219654290336
43,1,21,Bachelor's,White Collar,Manager,51125,10.842028893345104
37,0,15,Master's,White Collar,Sales Rep,74332,11.216296824393542
44,0,15,Some College,Blue Collar,Plumber,48807,10.79562902417728
25,1,0,Bachelor's,White Collar,Analyst,81536,11.308799919491781
57,0,34,Bachelor's,White Collar,Analyst,89957,11.407087057362455
39,0,17,Bachelor's,White Collar,Analyst,77342,11.255992424666598
53,1,26,Some College,White Collar,Accountant,46853,10.754770319768017
44,1,13,Bachelor's,Blue Collar,Manufacturing Worker,63143,11.053157274445402
45,1,23,Bachelor's,White Collar,Consultant,118381,11.681663515581905
47,0,25,Bachelor's,White Collar,Engineer,93532,11.446058902713284
45,0,20,Master's,White Collar,Programmer,113334,11.638094490259874
48,1,23,Some College,White Collar,Engineer,91691,11.42617950729923
56,1,31,High School,White Collar,Sales Rep,29287,10.284899010540572
42,1,20,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338
49,1,25,Bachelor's,White Collar,Manager,95009,11.461726902937531
39,1,17,High School,Blue Collar,Plumber,39732,10.589912187335246
57,0,26,Bachelor's,Blue Collar,Welder,77486,11.257852553861845
32,0,7,PhD,White Collar,Analyst,143691,11.875420439625579
62,1,37,Master's,White Collar,Accountant,134459,11.80901459883934
40,0,17,High School,White Collar,Accountant,82710,11.323095792685953
23,0,0,Master's,White Collar,Programmer,91367,11.422639641919652
42,1,20,Bachelor's,White Collar,Analyst,62942,11.049968946408427
32,1,4,Bachelor's,White Collar,Teacher,55920,10.931677376907691
50,0,28,Bachelor's,White Collar,Accountant,56282,10.938130047199616
32,0,10,Master's,Blue Collar,Mechanic,108527,11.594754268931409
35,0,13,Bachelor's,White Collar,Programmer,96851,11.480928994027062
22,1,0,Some College,White Collar,Engineer,65513,11.09000387521257
35,1,13,Bachelor's,White Collar,Engineer,101285,11.525693604247907
22,0,0,Bachelor's,Blue Collar,Electrician,25000,10.126631103850338
22,0,0,High School,Blue Collar,Plumber,48703,10.79349590881609
49,1,27,Master's,Blue Collar,Manufacturing Worker,25000,10.126631103850338
49,0,27,Bachelor's,Blue Collar,Mechanic,49242,10.804502196857767
45,1,23,Bachelor's,White Collar,Programmer,69403,11.147685373226313
28,1,2,High School,Blue Collar,Manufacturing Worker,45947,10.735243837295545
39,0,17,Bachelor's,Blue Collar,Plumber,62199,11.038094201427613
40,1,18,High School,Blue Collar,Electrician,52127,10.861438327669577
26,0,4,High School,Blue Collar,Mechanic,25000,10.126631103850338
58,0,36,Bachelor's,Blue Collar,Welder,102685,11.539421328774193
51,1,29,Some College,White Collar,Sales Rep,67519,11.120164318733623
37,0,10,Bachelor's,White Collar,Teacher,28155,10.245480237688719
40,1,18,High School,Blue Collar,Mechanic,25000,10.126631103850338
43,1,19,Some College,White Collar,Accountant,68285,11.131445402112526
22,0,0,High School,White Collar,Sales Rep,68307,11.131767529326275
37,0,10,PhD,Blue Collar,Welder,94787,11.459387548038137
32,0,6,Bachelor's,White Collar,Analyst,34891,10.459984195277682
28,0,6,Bachelor's,White Collar,Engineer,69436,11.14816074398844
37,0,14,Some College,White Collar,Engineer,112748,11.632910518848396
62,0,40,High School,White Collar,Manager,62187,11.037901253667622
48,0,26,PhD,Blue Collar,Manufacturing Worker,85997,11.362067690906263
33,1,5,Some College,White Collar,Consultant,64341,11.07195234310307
47,1,25,Some College,White Collar,Accountant,69055,11.14265856751203
57,1,33,Bachelor's,White Collar,Accountant,55443,10.923110744953865
51,0,29,High School,Blue Collar,Electrician,70423,11.16227519333528
41,0,19,Master's,White Collar,Programmer,82167,11.316509040583675
32,1,5,Bachelor's,White Collar,Teacher,77572,11.258961816316132
48,0,26,Some College,White Collar,Programmer,86538,11.368338902811566
45,0,23,High School,Blue Collar,Mechanic,34559,10.450423287314177
51,1,29,High School,White Collar,Consultant,53348,10.884591767742284
48,1,26,Master's,White Collar,Accountant,96153,11.473695951778227
53,1,31,Bachelor's,White Collar,Analyst,104643,11.558309836004828
34,0,12,High School,White Collar,Sales Rep,46910,10.755986151322503
56,1,34,High School,White Collar,Teacher,71655,11.179618214492171
42,1,17,Bachelor's,White Collar,Engineer,65799,11.094359919629536
65,1,43,Bachelor's,White Collar,Accountant,106587,11.576716832057715
32,1,10,Some College,White Collar,Analyst,30434,10.32331568348006
61,1,36,Some College,White Collar,Manager,63505,11.05887392193842
42,1,20,High School,Blue Collar,Welder,64031,11.067122620070107
32,0,10,Bachelor's,White Collar,Sales Rep,98405,11.496846894757537
34,1,9,PhD,White Collar,Consultant,94600,11.45741275503997
36,1,14,High School,White Collar,Accountant,90168,11.409429875921914
45,1,22,Bachelor's,White Collar,Teacher,66072,11.098500335490552
46,0,24,Some College,White Collar,Accountant,53273,10.8831849152016
33,0,10,Some College,White Collar,Consultant,63475,11.058401406572878
40,1,18,Some College,Blue Collar,Welder,35325,10.472346207552729
65,1,43,Master's,White Collar,Analyst,107811,11.58813497306755
61,1,39,Bachelor's,Blue Collar,Plumber,48706,10.7935575047672
45,1,17,Bachelor's,Blue Collar,Welder,71857,11.182433311953016
40,1,15,Some College,White Collar,Accountant,25752,10.156267572978644
41,1,19,High School,White Collar,Consultant,65942,11.096530846769337
47,1,25,High School,White Collar,Teacher,25000,10.126631103850338
28,1,4,Bachelor's,Blue Collar,Welder,25000,10.126631103850338
37,1,11,High School,Blue Collar,Electrician,42502,10.657306412628806
22,0,0,Bachelor's,White Collar,Manager,108571,11.595159615830989
45,0,17,Some College,White Collar,Programmer,59233,10.989234097996784
48,1,26,Some College,Blue Collar,Construction Worker,53170,10.881249606498384
34,0,10,Bachelor's,White Collar,Teacher,90773,11.416117163541884
59,0,34,Some College,White Collar,Sales Rep,103741,11.549652687342256
25,0,3,High School,White Collar,Engineer,43092,10.671092644014083
22,0,0,Some College,White Collar,Accountant,25000,10.126631103850338
43,0,21,Bachelor's,Blue Collar,Welder,25000,10.126631103850338
53,0,26,Bachelor's,White Collar,Manager,52504,10.868644636153558
60,1,38,Some College,White Collar,Analyst,90310,11.411003475244845
34,1,12,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338
53,0,29,High School,White Collar,Teacher,72673,11.193725205268558
40,0,18,High School,White Collar,Consultant,52101,10.860939421415225
38,1,15,High School,White Collar,Sales Rep,52300,10.864751650053014
51,0,29,Master's,Blue Collar,Welder,64923,11.080957231281733
48,1,26,High School,Blue Collar,Mechanic,25000,10.126631103850338
22,1,0,High School,Blue Collar,Manufacturing Worker,32762,10.397024586164576
58,1,36,Some College,White Collar,Consultant,55395,10.922244615954773
57,0,34,High School,White Collar,Consultant,64305,11.071392667700188
32,1,6,Bachelor's,Blue Collar,Mechanic,58019,10.968525822090808
45,0,22,High School,White Collar,Consultant,42045,10.646495752266999
46,1,24,High School,White Collar,Consultant,81520,11.308603667896607
43,1,16,Bachelor's,White Collar,Sales Rep,90024,11.407831580429834
33,0,8,Some College,White Collar,Analyst,30879,10.337831620194669
32,0,10,Bachelor's,White Collar,Consultant,72044,11.185032322456948
40,0,15,Bachelor's,White Collar,Manager,62332,11.040230216565504
54,1,30,Some College,White Collar,Teacher,79280,11.28074116900387
47,0,24,Bachelor's,Blue Collar,Mechanic,113921,11.643260504697164
36,1,10,High School,Blue Collar,Manufacturing Worker,40653,10.612827912990824
49,0,24,Bachelor's,Blue Collar,Manufacturing Worker,25000,10.126631103850338
22,1,0,Some College,White Collar,Engineer,38930,10.569520440604501
54,1,28,Some College,Blue Collar,Mechanic,25000,10.126631103850338
22,1,0,Bachelor's,Blue Collar,Electrician,42255,10.651477968978583
36,1,12,Master's,White Collar,Programmer,47381,10.765976583441928
27,0,5,PhD,Blue Collar,Mechanic,59689,10.996903027797362
24,0,1,Bachelor's,Blue Collar,Electrician,25000,10.126631103850338
54,1,31,Some College,Blue Collar,Welder,55631,10.926495878820052
34,0,12,High School,White Collar,Engineer,67408,11.118518984218797
44,0,17,Some College,Blue Collar,Plumber,60948,11.017776320589245
39,0,17,Bachelor's,White Collar,Consultant,63851,11.064307523045168
46,0,24,Some College,White Collar,Manager,27942,10.237886212210432
41,0,18,Master's,White Collar,Programmer,106022,11.571401898729082
25,1,3,Some College,White Collar,Sales Rep,94453,11.455857635262708
52,0,27,Some College,White Collar,Manager,56432,10.940791652475832
34,1,12,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338
22,0,0,Master's,Blue Collar,Manufacturing Worker,25298,10.138480620207487
35,1,12,Bachelor's,Blue Collar,Manufacturing Worker,32073,10.375769833681609
58,0,36,Bachelor's,Blue Collar,Electrician,33385,10.41586197629197
50,1,28,Some College,Blue Collar,Construction Worker,89062,11.39708803539426
36,1,14,Master's,Blue Collar,Manufacturing Worker,79749,11.286639481383522
36,0,11,High School,White Collar,Programmer,72921,11.197131942357371
36,1,12,Master's,White Collar,Teacher,98596,11.498785971816506
65,1,43,Bachelor's,Blue Collar,Manufacturing Worker,57886,10.966230838123327
45,1,21,Some College,White Collar,Analyst,35200,10.468801361586188
45,1,23,Bachelor's,Blue Collar,Construction Worker,78281,11.268060196083502
52,0,30,Bachelor's,Blue Collar,Mechanic,37215,10.52446718479401
43,1,20,High School,White Collar,Analyst,32438,10.387085854047635
37,0,15,Master's,Blue Collar,Construction Worker,76797,11.248920855872804
38,0,13,Some College,Blue Collar,Plumber,85159,11.35227537633631
39,1,17,Some College,White Collar,Programmer,37743,10.53855530701924
40,0,18,High School,White Collar,Analyst,62867,11.048776662726263
49,1,27,Some College,White Collar,Teacher,80940,11.301463418429856
41,1,17,Bachelor's,Blue Collar,Mechanic,83654,11.334444523562208
49,1,22,Some College,White Collar,Sales Rep,76352,11.243109505457587
39,1,17,Bachelor's,White Collar,Teacher,70417,11.162189990267917
41,0,13,Some College,White Collar,Programmer,101166,11.524518011006036
22,0,0,PhD,White Collar,Sales Rep,68313,11.131855364196774
51,0,29,Bachelor's,White Collar,Teacher,32494,10.388810735889695
44,0,22,Master's,Blue Collar,Plumber,76099,11.23979040315897
52,0,30,High School,White Collar,Programmer,25000,10.126631103850338
22,0,0,Some College,White Collar,Consultant,81766,11.311616788263537
65,1,41,Some College,White Collar,Manager,96991,11.482373469675709
38,1,16,Bachelor's,White Collar,Analyst,58709,10.980348316039725
53,0,31,Master's,White Collar,Accountant,102853,11.541056063347975
28,1,1,High School,White Collar,Analyst,41400,10.631036159813405
47,0,22,High School,White Collar,Consultant,65004,11.082204085445898
27,0,3,Master's,White Collar,Programmer,93393,11.444571674941498
33,1,5,High School,White Collar,Sales Rep,58497,10.976730749853697
63,1,41,Bachelor's,Blue Collar,Welder,69634,11.151008232789549
38,1,15,Bachelor's,Blue Collar,Manufacturing Worker,76180,11.240854240032595
43,0,16,Master's,White Collar,Programmer,106442,11.575355514843695
50,1,28,High School,White Collar,Sales Rep,25000,10.126631103850338
46,1,24,High School,White Collar,Teacher,82361,11.31886730288443
42,1,20,Bachelor's,White Collar,Sales Rep,35542,10.47847037474543
44,1,21,Master's,Blue Collar,Manufacturing Worker,60825,11.015756167651723
65,1,43,Some College,Blue Collar,Electrician,102162,11.534315067648699
39,1,17,Some College,White Collar,Teacher,25000,10.126631103850338
42,1,20,Bachelor's,Blue Collar,Manufacturing Worker,58014,10.968439639711603
53,1,29,Master's,Blue Collar,Mechanic,102585,11.538447002200305
53,1,31,Master's,Blue Collar,Mechanic,58278,10.972979942630385
54,0,32,PhD,Blue Collar,Construction Worker,86722,11.37046287913816
48,1,24,High School,White Collar,Manager,53199,10.881794878160589
26,0,4,High School,Blue Collar,Mechanic,25000,10.126631103850338
60,0,36,Bachelor's,White Collar,Sales Rep,107142,11.58191033642518
26,1,4,Master's,Blue Collar,Plumber,45524,10.725994938401781
44,1,20,Some College,White Collar,Consultant,99088,11.503763623177843
31,1,9,High School,Blue Collar,Construction Worker,25000,10.126631103850338
39,0,12,Bachelor's,White Collar,Consultant,43224,10.674151175523901
44,1,20,High School,White Collar,Teacher,38454,10.557218000732282
44,0,19,Some College,Blue Collar,Plumber,61501,11.026808713825016
45,1,23,Bachelor's,White Collar,Analyst,90207,11.409862308361086
59,1,37,Bachelor's,White Collar,Teacher,118161,11.67980338027033
45,1,23,Bachelor's,White Collar,Accountant,148100,11.90564300025589
37,1,8,Some College,Blue Collar,Manufacturing Worker,45557,10.726719568158678
52,1,30,Bachelor's,White Collar,Sales Rep,41559,10.634869383325988
54,1,32,Bachelor's,White Collar,Sales Rep,80576,11.296956117404019
25,0,1,Bachelor's,Blue Collar,Mechanic,44132,10.694940421880197
47,0,25,Bachelor's,Blue Collar,Mechanic,89345,11.40026055931276
48,1,26,Some College,White Collar,Consultant,25000,10.126631103850338
36,1,12,High School,White Collar,Sales Rep,109402,11.60278445033856
57,0,35,High School,White Collar,Engineer,104663,11.558500943761517
38,1,14,High School,White Collar,Analyst,25000,10.126631103850338
42,0,19,Bachelor's,White Collar,Consultant,52711,10.872579441401411
38,1,14,Master's,Blue Collar,Mechanic,84779,11.347803149602338
40,1,14,Bachelor's,Blue Collar,Manufacturing Worker,99935,11.512275253628642
27,1,5,Bachelor's,White Collar,Analyst,33819,10.42877805371264
23,1,1,Some College,White Collar,Consultant,68864,11.139888824081401
59,0,37,Some College,Blue Collar,Plumber,25000,10.126631103850338
30,0,8,Some College,White Collar,Programmer,53008,10.878198124539677
28,1,6,High School,White Collar,Sales Rep,68041,11.127865743638715
22,1,0,High School,White Collar,Consultant,30512,10.325875327840201
32,0,10,Bachelor's,White Collar,Engineer,35487,10.476921711213846
24,1,0,PhD,White Collar,Sales Rep,98555,11.49837004696103
60,0,35,High School,Blue Collar,Manufacturing Worker,25000,10.126631103850338
52,1,27,High School,White Collar,Accountant,83178,11.328738168766431
32,1,10,Bachelor's,White Collar,Teacher,43286,10.675584536074474
65,0,43,Some College,White Collar,Analyst,67294,11.116826358612387
52,0,30,Master's,White Collar,Programmer,58335,10.973957535257957
36,1,14,Bachelor's,White Collar,Consultant,76798,11.248933877130007
22,1,0,Master's,Blue Collar,Manufacturing Worker,55977,10.93269617106536
65,1,43,Some College,Blue Collar,Mechanic,25000,10.126631103850338
23,1,1,Bachelor's,White Collar,Teacher,60726,11.014127221416956
22,1,0,Bachelor's,Blue Collar,Manufacturing Worker,72177,11.186876714573257
52,1,30,Bachelor's,Blue Collar,Electrician,42202,10.650222892266003
65,1,42,Some College,White Collar,Analyst,95915,11.471217661570439
57,0,35,High School,White Collar,Programmer,104594,11.557841467591059
47,0,25,Bachelor's,Blue Collar,Construction Worker,34308,10.443133842110312
47,0,23,Bachelor's,White Collar,Sales Rep,135839,11.819225639916192
50,1,28,Master's,White Collar,Accountant,75487,11.231715734981039
49,0,24,Bachelor's,White Collar,Engineer,80451,11.295403582424072
43,1,14,Bachelor's,White Collar,Analyst,93816,11.4490906961409
41,1,19,High School,White Collar,Sales Rep,49418,10.808070009278122
39,1,17,Bachelor's,Blue Collar,Electrician,73079,11.199296326763948
31,0,9,Bachelor's,Blue Collar,Mechanic,59155,10.987916396687764
37,0,9,Master's,White Collar,Accountant,52489,10.868358902817011
22,0,0,Master's,White Collar,Manager,76693,11.247565718522939
39,0,10,High School,White Collar,Engineer,33317,10.413823056212888
28,0,6,Master's,White Collar,Accountant,67832,11.124789338983838
27,1,2,High School,White Collar,Manager,25000,10.126631103850338
42,1,20,Some College,White Collar,Consultant,75082,11.226336128598184
57,1,35,Bachelor's,Blue Collar,Electrician,92576,11.435785207775861
51,1,26,High School,Blue Collar,Welder,57075,10.952121471397996
22,0,0,Bachelor's,White Collar,Consultant,99263,11.505528172339753
28,1,6,High School,Blue Collar,Welder,25000,10.126631103850338
51,1,26,High School,Blue Collar,Mechanic,26627,10.18968101756145
28,0,6,Bachelor's,White Collar,Sales Rep,49177,10.803181313502913
37,1,14,Bachelor's,White Collar,Programmer,92650,11.436584231713505
47,0,20,Master's,White Collar,Sales Rep,108090,11.59071949241025
28,1,0,Bachelor's,Blue Collar,Manufacturing Worker,44569,10.704793829072338
41,1,19,Bachelor's,Blue Collar,Electrician,97867,11.491364693043138
24,0,0,Some College,Blue Collar,Welder,47624,10.771092114833227
33,1,9,High School,White Collar,Sales Rep,25000,10.126631103850338
44,1,22,High School,Blue Collar,Mechanic,31179,10.347500070256531
22,1,0,Bachelor's,White Collar,Accountant,80050,11.29040671842486
45,0,22,Bachelor's,White Collar,Programmer,86636,11.369470712557387
40,1,17,Some College,White Collar,Manager,74774,11.22222550995503
47,0,25,Bachelor's,Blue Collar,Plumber,95284,11.46461718467611
43,0,17,Bachelor's,White Collar,Engineer,109997,11.608208371675373
56,0,34,High School,White Collar,Sales Rep,65130,11.084140551540447
42,1,20,High School,White Collar,Accountant,27084,10.206698426605536
35,1,13,Master's,White Collar,Engineer,48772,10.794911656680155
41,1,13,Bachelor's,Blue Collar,Manufacturing Worker,43091,10.67106943758126
47,1,23,Master's,White Collar,Accountant,118641,11.68385740563671
41,0,16,High School,Blue Collar,Construction Worker,74539,11.219077757327483
40,0,18,PhD,Blue Collar,Construction Worker,105589,11.567309478161908
32,0,10,High School,Blue Collar,Welder,58417,10.975362222346542
32,0,10,High School,White Collar,Analyst,51954,10.858113990675855
23,0,0,PhD,White Collar,Accountant,112069,11.626870032011707
61,0,38,Some College,Blue Collar,Welder,76051,11.239159446844907
25,0,3,Bachelor's,White Collar,Engineer,25000,10.126631103850338
32,0,10,High School,Blue Collar,Mechanic,25853,10.16018192736142
31,0,9,Bachelor's,White Collar,Sales Rep,90871,11.417196197360877
51,0,29,Master's,Blue Collar,Plumber,82712,11.323119973266529
36,1,11,Some College,Blue Collar,Plumber,25000,10.126631103850338
55,1,29,Bachelor's,White Collar,Consultant,25000,10.126631103850338
32,1,5,High School,Blue Collar,Electrician,28182,10.24643875525505
43,0,21,Bachelor's,White Collar,Engineer,77434,11.257181239609936
30,0,8,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338
65,1,43,High School,White Collar,Teacher,42758,10.663311591360353
26,0,4,Some College,Blue Collar,Construction Worker,49390,10.807503253534671
44,0,22,High School,White Collar,Consultant,80039,11.2902692948665
48,0,24,Master's,White Collar,Sales Rep,25000,10.126631103850338
45,0,20,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338
38,0,16,High School,White Collar,Programmer,58064,10.969301129452852
38,0,16,Some College,Blue Collar,Construction Worker,47329,10.76487849442862
41,1,19,Some College,White Collar,Teacher,41350,10.629827700451838
38,0,16,Bachelor's,Blue Collar,Plumber,85145,11.352110964460705
52,0,30,PhD,White Collar,Teacher,70007,11.156350516031829
65,1,43,Some College,White Collar,Teacher,51768,10.854527476737102
33,0,11,Master's,White Collar,Manager,71572,11.178459215011753
24,0,2,Bachelor's,White Collar,Analyst,82694,11.322902326989235
39,1,17,High School,White Collar,Sales Rep,25000,10.126631103850338
65,0,43,Bachelor's,White Collar,Programmer,120592,11.700168226083251
30,0,7,Bachelor's,White Collar,Teacher,64736,11.078072739967473
60,0,38,Bachelor's,White Collar,Teacher,86741,11.370681946029382
60,0,34,Master's,Blue Collar,Plumber,56095,10.934801960979065
33,1,11,Some College,White Collar,Consultant,25000,10.126631103850338
47,1,21,Master's,White Collar,Analyst,66171,11.099997579480698
60,0,38,Bachelor's,White Collar,Teacher,35651,10.481532475939918
35,1,10,Bachelor's,White Collar,Sales Rep,25000,10.126631103850338
38,1,16,Bachelor's,Blue Collar,Mechanic,38769,10.5653762371933
33,0,11,Some College,White Collar,Manager,85062,11.351135681345687
28,1,1,PhD,Blue Collar,Mechanic,89823,11.405596346217557
32,0,10,Bachelor's,Blue Collar,Construction Worker,42465,10.656435486214109
25,0,1,High School,Blue Collar,Electrician,35940,10.48960616033755
40,0,18,Some College,White Collar,Accountant,39372,10.580810182749103
31,0,9,Bachelor's,Blue Collar,Welder,64455,11.073722584877205
43,0,21,High School,Blue Collar,Mechanic,74799,11.222559794889246
22,1,0,High School,White Collar,Analyst,66912,11.11113360222836
44,0,20,Bachelor's,Blue Collar,Construction Worker,70895,11.168955188171658
50,0,27,Some College,Blue Collar,Welder,33926,10.431936961055667
22,0,0,Some College,Blue Collar,Construction Worker,54748,10.910496117331157
44,1,22,Some College,Blue Collar,Manufacturing Worker,25000,10.126631103850338
55,1,31,High School,White Collar,Engineer,73073,11.199214220463611
25,1,3,Bachelor's,Blue Collar,Electrician,67277,11.116573703878597
60,1,31,Bachelor's,White Collar,Teacher,78778,11.274389049048537
45,1,19,High School,White Collar,Teacher,73126,11.199939259654329
